time,open_price,close_price,high_price,low_price,coin_volume
2023-06-10 17:00:00,1746.87,1750.64,1772.54,1715.29,1921629.1770000143
2023-06-11 05:00:00,1750.64,1751.49,1759.0,1742.61,678726.3880000011
2023-06-11 17:00:00,1751.49,1751.8,1778.36,1737.29,1352087.1940000078
2023-06-12 05:00:00,1751.8,1744.76,1759.32,1717.5,1431617.6610000068
2023-06-12 17:00:00,1744.76,1741.61,1746.89,1719.29,1183806.1300000076
2023-06-13 05:00:00,1741.61,1753.06,1758.8,1727.4,1161471.7870000051
2023-06-13 17:00:00,1753.06,1739.24,1766.53,1722.53,1817445.0800000045
2023-06-14 05:00:00,1739.24,1745.48,1749.65,1735.8,627861.6580000011
2023-06-14 17:00:00,1745.48,1650.18,1748.8,1625.5,3334984.10400001
2023-06-15 05:00:00,1650.18,1642.44,1654.97,1625.56,1423914.5110000076
2023-06-15 17:00:00,1642.44,1665.64,1680.0,1632.32,1861064.873000014
2023-06-16 05:00:00,1665.64,1663.77,1676.69,1658.54,749820.811000001
2023-06-16 17:00:00,1663.77,1717.31,1730.0,1644.65,2346662.421000015
2023-06-17 05:00:00,1717.31,1737.69,1775.0,1713.38,1281710.7719999957
2023-06-17 17:00:00,1737.69,1727.2,1741.59,1715.2,840595.3069999978
2023-06-18 05:00:00,1727.2,1733.77,1738.44,1719.21,607549.3340000007
2023-06-18 17:00:00,1733.77,1719.99,1747.5,1710.77,1030213.0749999984
2023-06-19 05:00:00,1719.99,1725.01,1727.57,1713.25,539715.6730000017
2023-06-19 17:00:00,1725.01,1736.21,1753.0,1689.29,1990474.7600000063
2023-06-20 05:00:00,1736.21,1733.73,1749.0,1722.69,781122.3840000039
2023-06-20 17:00:00,1733.73,1791.37,1796.84,1713.57,2685300.5890000234
2023-06-21 05:00:00,1791.37,1829.01,1834.45,1786.56,1791478.907000004
2023-06-21 17:00:00,1829.01,1888.31,1901.6,1813.9,3539319.924000032
2023-06-22 05:00:00,1888.31,1886.2,1933.7,1880.08,1663822.112000011
2023-06-22 17:00:00,1886.2,1871.36,1909.0,1862.0,1474038.3060000157
2023-06-23 05:00:00,1871.36,1878.84,1888.28,1861.77,761542.0590000015
2023-06-23 17:00:00,1878.84,1892.2,1938.48,1859.96,2644420.374000022
2023-06-24 05:00:00,1892.2,1889.5,1897.52,1877.0,643376.6010000018
2023-06-24 17:00:00,1889.5,1874.48,1905.6,1863.0,1119848.293000008
2023-06-25 05:00:00,1874.48,1917.77,1929.96,1867.84,1533690.710000012
2023-06-25 17:00:00,1917.77,1898.27,1919.5,1879.02,1247467.4260000095
2023-06-26 05:00:00,1898.27,1880.01,1905.0,1864.0,1391203.77900001
2023-06-26 17:00:00,1880.01,1858.14,1909.32,1836.0,2009305.356000008
2023-06-27 05:00:00,1858.14,1880.41,1890.0,1854.14,1157698.1950000075
2023-06-27 17:00:00,1880.41,1889.05,1912.65,1859.03,1671406.9530000128
2023-06-28 05:00:00,1889.05,1859.93,1889.65,1847.01,1375694.9530000014
2023-06-28 17:00:00,1859.93,1827.26,1868.68,1811.89,1712463.1169999987
2023-06-29 05:00:00,1827.26,1869.15,1872.59,1827.02,1029789.2760000022
2023-06-29 17:00:00,1869.15,1851.19,1879.98,1840.05,1214837.215000002
2023-06-30 05:00:00,1851.19,1890.52,1908.53,1840.14,1767716.680000002
2023-06-30 17:00:00,1890.52,1933.41,1947.31,1820.0,4193789.59799999
2023-07-01 05:00:00,1933.41,1921.98,1944.69,1908.55,1031372.5270000014
2023-07-01 17:00:00,1921.98,1924.08,1929.67,1916.0,552634.1819999998
2023-07-02 05:00:00,1924.08,1919.99,1926.73,1909.44,749431.8830000003
2023-07-02 17:00:00,1919.99,1937.69,1964.0,1883.55,1852855.8819999888
2023-07-03 05:00:00,1937.69,1961.38,1978.0,1933.04,1308643.9090000011
2023-07-03 17:00:00,1961.38,1955.0,1977.52,1946.01,1475218.2370000023
2023-07-04 05:00:00,1955.0,1960.13,1967.91,1945.37,829024.4720000008
2023-07-04 17:00:00,1960.13,1935.72,1965.99,1930.37,1081829.3560000015
2023-07-05 05:00:00,1935.72,1909.95,1942.22,1902.0,1147911.9569999916
2023-07-05 17:00:00,1909.95,1909.88,1917.71,1892.9,1142681.361999999
2023-07-06 05:00:00,1909.88,1916.7,1957.94,1897.44,1695462.0360000003
2023-07-06 17:00:00,1916.7,1844.82,1918.0,1844.47,2524155.330000003
2023-07-07 05:00:00,1844.82,1859.41,1864.88,1823.74,1082369.2329999965
2023-07-07 17:00:00,1859.41,1870.0,1877.51,1850.0,1068006.6320000018
2023-07-08 05:00:00,1870.0,1858.34,1873.1,1853.28,570011.7570000004
2023-07-08 17:00:00,1858.34,1864.45,1865.75,1841.28,574641.9909999995
2023-07-09 05:00:00,1864.45,1868.08,1873.99,1861.93,483008.898
2023-07-09 17:00:00,1868.08,1861.81,1878.98,1855.2,832804.6310000014
2023-07-10 05:00:00,1861.81,1863.29,1867.33,1845.09,844534.5580000009
2023-07-10 17:00:00,1863.29,1879.34,1904.96,1858.92,1612952.203000004
2023-07-11 05:00:00,1879.34,1866.42,1892.32,1862.43,834390.1750000009
2023-07-11 17:00:00,1866.42,1877.66,1881.86,1861.1,856477.7340000005
2023-07-12 05:00:00,1877.66,1889.99,1896.43,1875.73,761986.7999999964
2023-07-12 17:00:00,1889.99,1870.81,1901.86,1863.15,1751492.3100000052
2023-07-13 05:00:00,1870.81,1882.96,1884.77,1861.59,743556.9310000006
2023-07-13 17:00:00,1882.96,2004.78,2014.8,1875.03,4329395.851999973
2023-07-14 05:00:00,2004.78,1992.51,2031.28,1984.48,1421134.1510000045
2023-07-14 17:00:00,1992.51,1936.74,2007.69,1896.8,2781620.428999998
2023-07-15 05:00:00,1936.74,1938.8,1945.89,1925.57,620146.9570000003
2023-07-15 17:00:00,1938.8,1930.4,1940.5,1925.54,491802.03600000014
2023-07-16 05:00:00,1930.4,1932.04,1937.35,1912.09,610603.418999998
2023-07-16 17:00:00,1932.04,1920.97,1942.78,1915.17,659612.8200000015
2023-07-17 05:00:00,1920.97,1909.01,1935.45,1888.2,1016856.1589999986
2023-07-17 17:00:00,1909.01,1910.37,1919.85,1872.0,1532770.9430000018
2023-07-18 05:00:00,1910.37,1893.25,1916.62,1889.0,847835.4190000005
2023-07-18 17:00:00,1893.25,1896.46,1903.62,1875.0,1141380.6260000018
2023-07-19 05:00:00,1896.46,1908.66,1917.59,1894.52,739458.9370000006
2023-07-19 17:00:00,1908.66,1887.55,1925.0,1881.0,1306692.416000004
2023-07-20 05:00:00,1887.55,1920.79,1928.81,1881.61,1084282.7440000025
2023-07-20 17:00:00,1920.79,1890.56,1922.56,1875.6,1597724.8960000018
2023-07-21 05:00:00,1890.56,1888.6,1901.43,1883.52,618177.3630000004
2023-07-21 17:00:00,1888.6,1890.84,1905.97,1883.42,805157.3200000023
2023-07-22 05:00:00,1890.84,1887.03,1896.85,1882.49,458502.0399999992
2023-07-22 17:00:00,1887.03,1865.6,1890.0,1835.39,688452.9539999997
2023-07-23 05:00:00,1865.6,1873.88,1878.6,1856.68,584129.4030000009
2023-07-23 17:00:00,1873.88,1887.86,1904.57,1871.02,961775.0410000026
2023-07-24 05:00:00,1887.86,1852.19,1890.2,1829.0,1239370.7699999977
2023-07-24 17:00:00,1852.19,1849.04,1853.9,1833.03,843963.6210000027
2023-07-25 05:00:00,1849.04,1852.84,1863.19,1844.5,540535.3319999998
2023-07-25 17:00:00,1852.84,1856.91,1868.54,1851.39,780187.6540000013
2023-07-26 05:00:00,1856.91,1850.37,1867.0,1846.9,565757.2000000011
2023-07-26 17:00:00,1850.37,1870.98,1887.79,1849.42,1380944.5560000062
2023-07-27 05:00:00,1870.98,1876.0,1885.57,1865.0,688047.0910000008
2023-07-27 17:00:00,1876.0,1860.28,1877.85,1854.0,905232.298000002
2023-07-28 05:00:00,1860.28,1865.77,1868.36,1855.57,508146.481
2023-07-28 17:00:00,1865.77,1873.39,1883.76,1865.04,869901.7490000011
2023-07-29 05:00:00,1873.39,1869.77,1876.58,1868.56,304834.14399999985
2023-07-29 17:00:00,1869.77,1879.85,1886.19,1869.45,444670.8990000004
2023-07-30 05:00:00,1879.85,1875.1,1881.06,1871.56,303477.30699999986
2023-07-30 17:00:00,1875.1,1860.76,1885.0,1845.56,1082583.9260000002
2023-07-31 05:00:00,1860.76,1867.06,1876.73,1860.0,592502.7620000027
2023-07-31 17:00:00,1867.06,1855.39,1872.66,1850.08,828897.0940000021
2023-08-01 05:00:00,1855.39,1830.01,1863.99,1808.47,1206039.1269999945
2023-08-01 17:00:00,1830.01,1873.05,1875.87,1810.84,1651072.6300000043
2023-08-02 05:00:00,1873.05,1859.19,1879.27,1852.85,955029.1770000024
2023-08-02 17:00:00,1859.19,1839.07,1860.48,1820.0,1477469.3510000042
2023-08-03 05:00:00,1839.07,1837.13,1845.56,1825.0,620890.6180000006
2023-08-03 17:00:00,1837.13,1834.69,1858.9,1830.05,1087892.801000003
2023-08-04 05:00:00,1834.69,1833.77,1840.3,1826.5,559376.4990000002
2023-08-04 17:00:00,1833.77,1829.4,1851.0,1808.77,1354773.2059999998
2023-08-05 05:00:00,1829.4,1831.93,1834.72,1826.7,304671.6409999999
2023-08-05 17:00:00,1831.93,1835.5,1838.62,1829.52,344902.0179999999
2023-08-06 05:00:00,1835.5,1831.57,1838.6,1827.3,335216.36699999985
2023-08-06 17:00:00,1831.57,1829.38,1837.48,1825.0,468949.0589999999
2023-08-07 05:00:00,1829.38,1833.55,1846.86,1825.32,663879.0380000009
2023-08-07 17:00:00,1833.55,1828.18,1836.95,1800.0,1571157.6300000008
2023-08-08 05:00:00,1828.18,1838.19,1838.79,1825.35,631320.4790000007
2023-08-08 17:00:00,1838.19,1855.36,1878.0,1834.49,1667847.1970000062
2023-08-09 05:00:00,1855.36,1862.26,1866.0,1850.68,488425.2920000004
2023-08-09 17:00:00,1862.26,1854.7,1871.28,1845.18,916967.8240000024
2023-08-10 05:00:00,1854.7,1850.12,1857.33,1849.01,333199.93099999987
2023-08-10 17:00:00,1850.12,1851.42,1865.38,1844.81,852645.4140000028
2023-08-11 05:00:00,1851.42,1850.68,1854.07,1841.7,381596.6660000004
2023-08-11 17:00:00,1850.68,1848.04,1857.99,1834.52,683046.6980000016
